";Orders (numPair";start;lifetime;capacity)
44;2019;573;1
37;2019;2037;1
47;2019;2221;1
77;2019;1193;1
75;2019;1482;1
57;2019;2630;1
6;2019;606;1
15;2019;2486;1
54;2019;1552;1
63;2019;2621;1
15;2019;1499;1
87;2019;1525;1
7;2019;2287;1
35;2019;2148;1
27;2019;2398;1
72;2019;1115;1
67;2019;1805;1
41;2019;2165;1
79;2019;2324;1
81;2019;3063;1
30;2019;1641;1
51;2019;1571;1
56;2020;3135;1
21;2020;1937;1
84;2020;2555;1
49;2020;2207;1
59;2020;2233;1
3;2020;2218;1
26;2020;2573;1
25;2020;2095;1
34;2020;2343;1
96;2020;1558;1
58;2020;2683;1
42;2020;1811;1
83;2020;1405;1
90;2020;2260;1
19;2020;1670;1
63;2020;1862;1
52;2020;1145;1
49;2020;1552;1
8;2020;2681;1
86;2020;2415;1
42;2020;2281;1
35;2020;1474;1
4;2020;1839;1
70;2020;2042;1
40;2020;2655;1
30;2020;1997;1
19;2020;2114;1
66;2020;3002;1
42;2020;2486;1
1;2020;2111;1
85;2021;2363;1
71;2021;2608;1
33;2021;1705;1
73;2021;2137;1
17;2021;1885;1
80;2021;2845;1
10;2021;1540;1
18;2021;2161;1
5;2021;1637;1
71;2021;1367;1
69;2021;1953;1
52;2021;1803;1
43;2021;2192;1
36;2021;1725;1
37;2021;1243;1
76;2021;2190;1
31;2021;1137;1
86;2021;3003;1
10;2021;1532;1
58;2021;2660;1
24;2021;2098;1
95;2021;1458;1
37;2021;1929;1
83;2021;2058;1
68;2021;1746;1
46;2021;1853;1
46;2021;2257;1
86;2021;2125;1
25;2021;2157;1
47;2021;1846;1
42;2021;2509;1
63;2021;2637;1
89;2021;2147;1
83;2021;1893;1
32;2021;1343;1
60;2021;1750;1
20;2021;1818;1
31;2021;2060;1
2;2021;2957;1
78;2021;2595;1
77;2022;2117;1
37;2022;1559;1
94;2022;1098;1
52;2022;2368;1
20;2022;2155;1
61;2022;2296;1
43;2022;2080;1
14;2022;1930;1
30;2022;1790;1
31;2022;1853;1
29;2022;2064;1
72;2022;2494;1
94;2022;2842;1
1;2022;1763;1
42;2022;1916;1
14;2022;2046;1
59;2022;2032;1
79;2022;1943;1
73;2022;2838;1
57;2022;2413;1
2;2022;1917;1
69;2022;2601;1
39;2022;2634;1
31;2022;2375;1
84;2022;1568;1
99;2022;2820;1
52;2022;2418;1
37;2022;1486;1
27;2022;2722;1
3;2022;822;1
72;2022;2130;1
35;2022;2010;1
87;2022;1669;1
97;2022;1696;1
50;2022;1788;1
19;2022;793;1
81;2023;1835;1
8;2023;1618;1
76;2023;1856;1
26;2023;2501;1
72;2023;1666;1
65;2023;2269;1
26;2023;1834;1
11;2023;1320;1
91;2023;2837;1
86;2023;2133;1
96;2023;1902;1
46;2023;3237;1
57;2023;2071;1
96;2023;2383;1
30;2023;2883;1
67;2023;2084;1
76;2023;1963;1
79;2023;1385;1
68;2023;2216;1
56;2023;1406;1
30;2023;3768;1
4;2023;2053;1
8;2023;1376;1
28;2023;1625;1
4;2023;3500;1
75;2023;1885;1
50;2023;2295;1
36;2023;1700;1
24;2023;2025;1
70;2023;2048;1
46;2023;1413;1
69;2023;2515;1
81;2023;1440;1
15;2023;2142;1
3;2023;1864;1
94;2024;1112;1
93;2024;1472;1
22;2024;1122;1
12;2024;2821;1
16;2024;2371;1
32;2024;1725;1
53;2024;1407;1
61;2024;1343;1
71;2024;1982;1
13;2024;2255;1
9;2024;1203;1
47;2024;1378;1
33;2024;3147;1
17;2024;1921;1
85;2024;1427;1
95;2024;1503;1
84;2024;1977;1
9;2024;2901;1
46;2024;2839;1
80;2024;1620;1
22;2024;1837;1
72;2024;2030;1
5;2024;2457;1
44;2024;2207;1
72;2024;1307;1
41;2024;2197;1
45;2025;1061;1
24;2025;1871;1
91;2025;2108;1
60;2025;1726;1
24;2025;2557;1
14;2025;1659;1
14;2025;2654;1
15;2025;2161;1
88;2025;2611;1
13;2025;2020;1
98;2025;2287;1
45;2025;2464;1
95;2025;930;1
79;2025;1611;1
59;2025;1448;1
64;2025;1980;1
48;2025;2647;1
39;2025;898;1
50;2025;1724;1
82;2025;1968;1
64;2025;2358;1
38;2025;1791;1
75;2025;2078;1
33;2025;1680;1
47;2025;1517;1
99;2025;2015;1
13;2025;1770;1
77;2026;2042;1
68;2026;2324;1
93;2026;1684;1
13;2026;1981;1
35;2026;1530;1
53;2026;2011;1
9;2026;2375;1
28;2026;1513;1
80;2026;1565;1
62;2026;2249;1
97;2026;2194;1
99;2026;1819;1
11;2026;1674;1
10;2026;2494;1
77;2026;2075;1
5;2026;2481;1
16;2026;1985;1
64;2026;1782;1
3;2026;1181;1
65;2026;1912;1
64;2026;2735;1
11;2026;1486;1
56;2026;2140;1
57;2026;1315;1
64;2026;2114;1
86;2026;1746;1
32;2026;2185;1
24;2026;1889;1
22;2026;1351;1
18;2026;2818;1
30;2026;1936;1
6;2026;2425;1
84;2026;2563;1
94;2026;2360;1
89;2026;2009;1
28;2026;728;1
39;2026;1975;1
72;2027;2203;1
91;2027;2413;1
80;2027;2419;1
9;2027;2254;1
57;2027;1774;1
44;2027;1682;1
35;2027;1858;1
97;2027;2146;1
36;2027;1731;1
95;2027;2497;1
92;2027;1883;1
42;2027;1939;1
94;2027;2047;1
34;2027;2596;1
68;2027;2279;1
59;2027;1492;1
24;2027;2797;1
41;2027;1682;1
93;2027;1931;1
98;2027;1517;1
3;2027;1454;1
49;2027;2252;1
10;2027;2829;1
83;2027;1233;1
80;2027;2284;1
19;2027;2188;1
45;2027;2828;1
27;2027;1752;1
29;2027;2069;1
56;2027;1335;1
63;2027;2726;1
67;2027;2089;1
69;2027;2181;1
55;2028;1913;1
85;2028;2258;1
57;2028;2009;1
25;2028;1628;1
80;2028;1533;1
67;2028;2316;1
83;2028;2010;1
83;2028;2050;1
62;2028;2340;1
65;2028;1925;1
74;2028;1676;1
60;2028;2345;1
36;2028;1917;1
30;2028;1415;1
89;2028;1542;1
71;2028;1897;1
90;2028;1579;1
67;2028;1795;1
13;2028;2293;1
29;2028;1033;1
58;2028;1496;1
77;2028;2397;1
46;2028;1754;1
44;2028;2106;1
73;2028;1867;1
70;2028;1788;1
40;2028;2497;1
4;2028;1580;1
1;2028;2315;1
49;2028;1710;1
92;2028;1315;1
49;2028;1387;1
58;2028;1662;1
35;2028;2230;1
39;2028;1251;1
78;2028;1919;1
54;2028;2102;1
95;2028;1125;1
15;2028;2322;1
44;2028;1927;1
85;2029;2084;1
19;2029;1601;1
46;2029;1120;1
81;2029;2276;1
16;2029;2714;1
67;2029;1773;1
90;2029;1728;1
2;2029;2214;1
78;2029;1949;1
51;2029;1530;1
54;2029;2306;1
87;2029;2024;1
19;2029;2335;1
43;2029;2432;1
50;2029;2133;1
11;2029;2214;1
68;2029;2373;1
61;2029;1649;1
61;2029;1671;1
5;2029;1785;1
1;2029;1911;1
91;2029;1473;1
79;2029;1580;1
22;2029;1597;1
95;2029;2165;1
33;2029;772;1
80;2030;2020;1
59;2030;1980;1
19;2030;1996;1
27;2030;1632;1
33;2030;1771;1
92;2030;2156;1
100;2030;2198;1
52;2030;1324;1
49;2030;2724;1
95;2030;1780;1
58;2030;1780;1
71;2030;2042;1
6;2030;1759;1
53;2030;1477;1
53;2030;1910;1
36;2030;2008;1
2;2030;1876;1
80;2030;1735;1
36;2030;2043;1
81;2030;1692;1
45;2030;1671;1
70;2030;2742;1
67;2030;1852;1
15;2030;1747;1
89;2030;1531;1
70;2030;2250;1
69;2031;2620;1
79;2031;2989;1
76;2031;1762;1
97;2031;1884;1
72;2031;1556;1
35;2031;2181;1
1;2031;2059;1
33;2031;2132;1
64;2031;1698;1
80;2031;1594;1
86;2031;1987;1
90;2031;2215;1
46;2031;1398;1
50;2031;2474;1
22;2031;2539;1
33;2031;1325;1
92;2031;2753;1
85;2031;1571;1
64;2031;1698;1
70;2031;1433;1
50;2031;2200;1
74;2031;1021;1
75;2031;2574;1
70;2031;2527;1
42;2031;1434;1
15;2032;1675;1
100;2032;1767;1
69;2032;2601;1
17;2032;1359;1
99;2032;2606;1
98;2032;2256;1
76;2032;1954;1
25;2032;1868;1
35;2032;1844;1
39;2032;1808;1
18;2032;1291;1
63;2032;2872;1
81;2032;2527;1
56;2032;2070;1
41;2032;1489;1
93;2032;1734;1
97;2032;2555;1
3;2032;1831;1
20;2032;2820;1
89;2032;1542;1
5;2032;2070;1
26;2032;2364;1
6;2032;2132;1
10;2032;2626;1
5;2032;1930;1
15;2032;1235;1
66;2032;2266;1
78;2032;1439;1
4;2032;1070;1
96;2033;2248;1
82;2033;1754;1
45;2033;1506;1
94;2033;2727;1
60;2033;1789;1
27;2033;2576;1
22;2033;1928;1
35;2033;1742;1
93;2033;3078;1
20;2033;2190;1
86;2033;1252;1
55;2033;1907;1
64;2033;2017;1
29;2033;2669;1
11;2033;1818;1
99;2033;2646;1
77;2033;1784;1
45;2033;1703;1
57;2033;2663;1
30;2033;2944;1
15;2033;1900;1
30;2033;1755;1
21;2033;2330;1
76;2033;2003;1
96;2033;1170;1
56;2033;1357;1
39;2033;2186;1
98;2033;2569;1
61;2033;2189;1
3;2033;2156;1
2;2033;1969;1
14;2033;1544;1
28;2034;1940;1
7;2034;1281;1
62;2034;1808;1
9;2034;2136;1
95;2034;1216;1
43;2034;1572;1
59;2034;812;1
80;2034;2532;1
78;2034;3109;1
23;2034;2118;1
10;2034;2269;1
62;2034;2166;1
55;2034;2400;1
96;2034;2979;1
71;2034;1045;1
8;2034;2767;1
90;2034;2331;1
26;2034;1972;1
5;2034;2465;1
56;2034;2131;1
98;2034;1957;1
79;2034;2601;1
73;2034;2278;1
21;2034;1935;1
66;2034;2222;1
87;2034;2925;1
90;2034;779;1
98;2034;1750;1
12;2034;2658;1
87;2034;2312;1
13;2034;2064;1
24;2034;1455;1
43;2034;1769;1
42;2034;2155;1
98;2034;2086;1
40;2034;1531;1
76;2034;2117;1
13;2034;2088;1
31;2034;2541;1
51;2034;1646;1
62;2035;2558;1
54;2035;1618;1
79;2035;1603;1
56;2035;1593;1
5;2035;1346;1
25;2035;2013;1
84;2035;1649;1
32;2035;1513;1
80;2035;2376;1
69;2035;2295;1
47;2035;1527;1
15;2035;2607;1
14;2035;2522;1
78;2035;1421;1
19;2035;2596;1
66;2035;1755;1
26;2035;2224;1
70;2035;1822;1
95;2035;2859;1
95;2035;1207;1
74;2035;2666;1
80;2035;2123;1
90;2035;880;1
60;2035;1558;1
30;2035;1310;1
89;2035;1986;1
92;2035;1069;1
44;2035;887;1
92;2035;1720;1
72;2035;1370;1
100;2035;2111;1
6;2036;2014;1
80;2036;1897;1
32;2036;1403;1
65;2036;1973;1
16;2036;2126;1
64;2036;1837;1
49;2036;1211;1
47;2036;2939;1
86;2036;1332;1
46;2036;2003;1
67;2036;1317;1
6;2036;1688;1
15;2036;1644;1
93;2036;2069;1
58;2036;2179;1
93;2036;1576;1
49;2036;2117;1
56;2036;2678;1
82;2036;1466;1
38;2036;1945;1
71;2036;2011;1
10;2036;2557;1
23;2036;2455;1
51;2036;2095;1
16;2036;1912;1
7;2036;1612;1
98;2036;1888;1
62;2036;3135;1
81;2036;3106;1
79;2036;2052;1
54;2036;2195;1
15;2036;2659;1
73;2036;1491;1
23;2036;2521;1
11;2036;2627;1
6;2037;1428;1
62;2037;1108;1
100;2037;2529;1
85;2037;2668;1
40;2037;3171;1
77;2037;2697;1
33;2037;2352;1
42;2037;2095;1
61;2037;1012;1
49;2037;2169;1
27;2037;1765;1
47;2037;1586;1
28;2037;2206;1
49;2037;2541;1
87;2037;2305;1
58;2037;2042;1
38;2037;2478;1
65;2037;1225;1
7;2037;1477;1
11;2037;1843;1
94;2037;1965;1
77;2037;2190;1
15;2037;2188;1
8;2037;1759;1
94;2037;2808;1
28;2037;2394;1
75;2037;2218;1
11;2037;2600;1
5;2037;1901;1
95;2037;2741;1
46;2037;2197;1
74;2037;2627;1
62;2037;2078;1
66;2037;2090;1
4;2037;2143;1
97;2037;1793;1
13;2037;1602;1
53;2037;1557;1
78;2037;1753;1
48;2037;2934;1
89;2038;2644;1
91;2038;2132;1
2;2038;2234;1
50;2038;2177;1
78;2038;1391;1
57;2038;1481;1
84;2038;1972;1
39;2038;2401;1
29;2038;1736;1
44;2038;2103;1
62;2038;1159;1
52;2038;2205;1
67;2038;3271;1
96;2038;1923;1
61;2038;2166;1
46;2038;1250;1
29;2038;1443;1
96;2038;2307;1
58;2038;1861;1
17;2038;1710;1
65;2038;1865;1
43;2038;2199;1
48;2038;736;1
3;2038;1957;1
15;2038;2257;1
78;2038;1364;1
18;2038;2138;1
29;2039;2140;1
31;2039;1463;1
5;2039;2085;1
66;2039;2460;1
72;2039;1910;1
21;2039;2152;1
66;2039;1643;1
53;2039;1325;1
77;2039;1941;1
83;2039;1442;1
39;2039;2033;1
47;2039;2505;1
80;2039;2280;1
51;2039;1835;1
34;2039;2266;1
77;2039;2586;1
36;2039;2546;1
72;2039;2655;1
78;2039;2114;1
71;2039;2618;1
61;2039;2373;1
64;2039;2148;1
44;2039;1625;1
18;2039;2468;1
19;2039;2595;1
76;2039;2806;1
79;2040;2603;1
10;2040;2551;1
70;2040;1067;1
76;2040;2628;1
20;2040;3516;1
94;2040;2171;1
22;2040;2332;1
88;2040;2108;1
71;2040;1916;1
65;2040;1387;1
46;2040;1564;1
77;2040;1990;1
95;2040;2808;1
16;2040;1426;1
44;2040;1933;1
14;2040;2292;1
27;2040;2062;1
45;2040;2143;1
18;2040;1758;1
7;2040;3024;1
68;2040;1746;1
23;2040;3231;1
14;2040;2712;1
41;2040;1971;1
9;2040;3250;1
92;2040;1300;1
88;2040;1674;1
80;2040;1854;1
44;2040;2565;1
3;2040;1981;1
8;2040;1943;1
11;2040;1991;1
26;2040;795;1
7;2040;1178;1
77;2040;1134;1
52;2040;1706;1
97;2040;1919;1
5;2040;1837;1
72;2040;2175;1
30;2040;2589;1
90;2040;1714;1
14;2040;1493;1
13;2040;2426;1
54;2041;1073;1
66;2041;2131;1
3;2041;2108;1
70;2041;2555;1
85;2041;1355;1
96;2041;3104;1
20;2041;2362;1
29;2041;1170;1
71;2041;2353;1
16;2041;2346;1
68;2041;1785;1
5;2041;2889;1
8;2041;1975;1
81;2041;2915;1
48;2041;3085;1
77;2041;3096;1
16;2041;1019;1
71;2041;1290;1
70;2041;2615;1
37;2041;1094;1
15;2041;2976;1
9;2041;1934;1
38;2041;1845;1
75;2041;2127;1
67;2041;1643;1
64;2041;2159;1
70;2041;2027;1
20;2041;1723;1
69;2042;2905;1
76;2042;2690;1
98;2042;1426;1
96;2042;2076;1
58;2042;1893;1
57;2042;2966;1
85;2042;2229;1
88;2042;2032;1
17;2042;2536;1
39;2042;2257;1
86;2042;1931;1
8;2042;1091;1
16;2042;2697;1
13;2042;2138;1
98;2042;1711;1
35;2042;1467;1
23;2042;2415;1
32;2042;2366;1
58;2042;2489;1
87;2042;2635;1
16;2042;2448;1
77;2042;2838;1
66;2042;1448;1
82;2042;2529;1
82;2042;1563;1
23;2042;2404;1
12;2042;2258;1
40;2042;1906;1
26;2042;3319;1
87;2042;2230;1
18;2042;2018;1
51;2042;1010;1
44;2042;2290;1
44;2042;1797;1
18;2043;2708;1
2;2043;1371;1
31;2043;2516;1
62;2043;2673;1
16;2043;2233;1
85;2043;1506;1
19;2043;1207;1
55;2043;1365;1
87;2043;2466;1
14;2043;3089;1
31;2043;2223;1
33;2043;1034;1
2;2043;2356;1
33;2043;1400;1
95;2043;2189;1
83;2043;2466;1
61;2043;1290;1
17;2043;1682;1
11;2043;1483;1
5;2043;2214;1
26;2043;1420;1
79;2043;2915;1
34;2043;1471;1
91;2043;1292;1
52;2043;2032;1
71;2043;1152;1
24;2043;2088;1
22;2043;1894;1
93;2043;1777;1
99;2043;3161;1
13;2043;1419;1
20;2044;1561;1
55;2044;1552;1
93;2044;1831;1
23;2044;1124;1
82;2044;2125;1
2;2044;937;1
95;2044;2282;1
18;2044;2735;1
74;2044;2185;1
18;2044;1362;1
12;2044;2456;1
37;2044;1961;1
72;2044;1422;1
97;2044;1550;1
58;2044;2632;1
72;2044;1867;1
90;2044;2654;1
83;2044;1224;1
99;2044;1771;1
41;2044;2614;1
86;2044;1448;1
36;2044;2906;1
48;2044;1720;1
90;2044;2150;1
91;2044;2860;1
29;2044;2469;1
8;2044;1916;1
24;2044;2335;1
67;2044;1632;1
66;2044;1869;1
77;2044;1258;1
16;2044;2773;1
43;2044;1124;1
49;2044;1820;1
23;2044;1796;1
51;2044;2094;1
57;2044;2121;1
99;2044;1054;1
33;2045;2045;1
9;2045;2645;1
94;2045;1507;1
27;2045;1171;1
72;2045;1076;1
16;2045;1864;1
67;2045;2765;1
55;2045;2349;1
37;2045;2144;1
17;2045;2034;1
16;2045;1340;1
51;2045;2485;1
99;2045;1549;1
61;2045;2196;1
83;2045;2164;1
94;2045;1742;1
86;2045;2606;1
95;2045;2114;1
13;2045;826;1
35;2045;1615;1
19;2045;1618;1
88;2045;2141;1
5;2045;1430;1
23;2045;2563;1
16;2045;2337;1
71;2045;1865;1
82;2045;1214;1
85;2045;1459;1
15;2045;1194;1
99;2045;2657;1
69;2045;1942;1
30;2046;1732;1
18;2046;2424;1
35;2046;1665;1
36;2046;2949;1
62;2046;1670;1
29;2046;2491;1
100;2046;1727;1
37;2046;2163;1
65;2046;2098;1
36;2046;1547;1
23;2046;1862;1
14;2046;1438;1
22;2046;1366;1
54;2046;2382;1
47;2046;1937;1
20;2046;1379;1
100;2046;1246;1
56;2046;1629;1
33;2046;2192;1
2;2046;2394;1
10;2046;2117;1
34;2046;2536;1
57;2046;2422;1
75;2046;1813;1
34;2046;1241;1
99;2046;1413;1
29;2046;2189;1
76;2046;1690;1
75;2046;2360;1
36;2046;1307;1
16;2046;1740;1
58;2046;1624;1
72;2046;1582;1
72;2047;1757;1
95;2047;1797;1
45;2047;1642;1
63;2047;1803;1
91;2047;1074;1
47;2047;1931;1
52;2047;1493;1
95;2047;2189;1
73;2047;2470;1
9;2047;2348;1
2;2047;2112;1
8;2047;1182;1
65;2047;1625;1
16;2047;2433;1
85;2047;2522;1
23;2047;1640;1
82;2047;2459;1
57;2047;2290;1
95;2047;1814;1
45;2047;2691;1
49;2047;2461;1
50;2047;1438;1
91;2047;2224;1
37;2047;2221;1
62;2047;2258;1
23;2047;1438;1
17;2047;1763;1
98;2047;1242;1
72;2047;1819;1
26;2047;2024;1
10;2048;1867;1
52;2048;2452;1
66;2048;2775;1
31;2048;2279;1
70;2048;2339;1
27;2048;1197;1
93;2048;1982;1
44;2048;1130;1
87;2048;1888;1
21;2048;2315;1
75;2048;2296;1
20;2048;991;1
86;2048;2566;1
58;2048;2243;1
64;2048;1960;1
78;2048;1740;1
24;2048;1985;1
71;2048;2372;1
51;2048;1516;1
37;2048;2331;1
50;2048;2747;1
79;2048;2554;1
94;2048;2200;1
95;2048;2817;1
51;2048;1842;1
43;2048;2725;1
34;2048;2534;1
44;2048;1284;1
56;2048;1819;1
49;2048;1545;1
50;2048;1829;1
4;2048;1803;1
9;2048;2316;1
53;2048;2886;1
3;2048;1956;1
100;2048;2070;1
31;2048;2012;1
11;2048;1538;1
6;2048;1479;1
73;2048;2125;1
85;2048;2508;1
65;2048;2681;1
65;2048;2626;1
73;2049;2440;1
56;2049;1801;1
47;2049;1775;1
81;2049;2375;1
48;2049;1717;1
39;2049;1563;1
15;2049;1450;1
22;2049;1651;1
38;2049;1732;1
26;2049;2563;1
43;2049;1253;1
90;2049;1994;1
8;2049;2021;1
69;2049;2552;1
16;2049;2156;1
97;2049;2779;1
1;2049;1294;1
14;2049;1724;1
18;2049;2200;1
36;2049;2493;1
32;2049;1037;1
93;2049;2220;1
18;2049;2200;1
27;2049;1533;1
73;2049;2441;1
98;2049;1574;1
10;2049;2126;1
45;2049;1322;1
73;2049;1912;1
18;2050;1564;1
72;2050;2007;1
55;2050;2573;1
92;2050;2073;1
7;2050;2126;1
88;2050;2140;1
93;2050;1486;1
22;2050;1624;1
42;2050;2160;1
98;2050;1930;1
39;2050;2341;1
77;2050;2507;1
47;2050;926;1
88;2050;2730;1
16;2050;1426;1
35;2050;2016;1
86;2050;2222;1
2;2050;2366;1
73;2050;2531;1
48;2050;2514;1
40;2050;903;1
80;2050;1950;1
91;2050;1889;1
100;2050;1712;1
67;2050;1999;1
57;2050;1734;1
31;2050;1885;1
91;2050;1862;1
7;2050;1836;1
98;2050;2495;1
30;2050;1692;1
7;2050;1850;1
72;2050;1860;1
70;2050;2535;1
10;2050;1952;1
60;2051;2100;1
8;2051;1760;1
88;2051;2319;1
14;2051;2288;1
50;2051;2126;1
36;2051;1703;1
75;2051;1884;1
6;2051;2639;1
81;2051;1999;1
49;2051;2471;1
23;2051;1793;1
82;2051;3155;1
65;2051;1534;1
58;2051;1760;1
84;2051;1754;1
34;2051;2721;1
45;2051;1213;1
54;2051;2040;1
71;2051;1984;1
16;2051;2484;1
46;2051;1171;1
55;2051;1653;1
10;2051;2003;1
33;2051;1516;1
19;2051;2277;1
37;2051;2270;1
73;2051;2496;1
29;2051;2268;1
70;2051;1865;1
61;2051;2001;1
95;2051;2121;1
57;2051;2632;1
80;2052;2238;1
45;2052;860;1
96;2052;1694;1
94;2052;2049;1
27;2052;2542;1
88;2052;2094;1
65;2052;2167;1
56;2052;1554;1
68;2052;1693;1
69;2052;1597;1
7;2052;2266;1
55;2052;1668;1
68;2052;2124;1
56;2052;2606;1
30;2052;2879;1
10;2052;2089;1
42;2052;2048;1
19;2052;2893;1
90;2052;3046;1
79;2052;2571;1
90;2052;2431;1
39;2052;2335;1
76;2052;1957;1
69;2052;1813;1
7;2052;1627;1
48;2052;2390;1
54;2052;3108;1
87;2052;2857;1
69;2052;1139;1
64;2052;1754;1
95;2052;1206;1
89;2052;2291;1
78;2052;1692;1
47;2052;1755;1
2;2052;1397;1
15;2053;1015;1
83;2053;2621;1
70;2053;2353;1
43;2053;2267;1
80;2053;1767;1
39;2053;2158;1
72;2053;1439;1
77;2053;2929;1
38;2053;2594;1
84;2053;985;1
10;2053;2053;1
38;2053;2057;1
23;2053;1711;1
1;2053;2751;1
97;2053;2902;1
49;2053;1710;1
41;2053;1723;1
16;2053;2187;1
19;2053;2258;1
68;2053;625;1
10;2053;1949;1
90;2053;2830;1
98;2053;1964;1
63;2053;1993;1
92;2053;2736;1
25;2053;1402;1
41;2054;1595;1
61;2054;2453;1
86;2054;1566;1
7;2054;2021;1
90;2054;1460;1
49;2054;2371;1
61;2054;2135;1
25;2054;2859;1
53;2054;2656;1
63;2054;2258;1
17;2054;2005;1
35;2054;2351;1
41;2054;2415;1
35;2054;2298;1
20;2054;3093;1
45;2054;1895;1
6;2054;2266;1
45;2054;631;1
40;2054;3466;1
92;2054;2535;1
88;2054;204;1
49;2054;1693;1
1;2054;1686;1
69;2054;2519;1
14;2054;1960;1
22;2054;1802;1
59;2054;2659;1
74;2054;2024;1
93;2054;2113;1
6;2054;1559;1
71;2054;2103;1
58;2054;1634;1
76;2054;2525;1
3;2054;1739;1
41;2055;1788;1
11;2055;1534;1
55;2055;2028;1
50;2055;2030;1
49;2055;2330;1
58;2055;2109;1
44;2055;1384;1
51;2055;1733;1
87;2055;1992;1
49;2055;988;1
31;2055;2415;1
10;2055;1913;1
63;2055;1580;1
36;2055;2345;1
35;2055;2128;1
23;2055;2098;1
5;2055;1977;1
8;2055;1918;1
93;2055;2514;1
29;2055;2321;1
43;2055;2132;1
71;2055;2008;1
97;2055;2333;1
31;2055;2391;1
17;2055;2118;1
86;2055;2067;1
10;2055;1691;1
68;2055;2757;1
29;2055;2093;1
38;2055;1604;1
88;2055;2168;1
86;2055;2827;1
43;2056;1940;1
39;2056;1534;1
38;2056;2623;1
92;2056;2231;1
78;2056;1857;1
20;2056;1635;1
12;2056;1726;1
91;2056;2612;1
13;2056;2801;1
82;2056;2012;1
14;2056;1958;1
13;2056;1894;1
2;2056;1536;1
29;2056;1091;1
31;2056;2629;1
6;2056;1956;1
24;2056;1127;1
90;2056;2102;1
69;2056;1512;1
10;2056;1465;1
61;2056;2223;1
32;2056;1666;1
22;2057;2128;1
65;2057;2286;1
9;2057;1327;1
6;2057;1589;1
76;2057;2144;1
46;2057;1979;1
32;2057;1539;1
93;2057;2085;1
54;2057;1541;1
40;2057;2482;1
95;2057;1850;1
45;2057;2512;1
24;2057;2138;1
25;2057;2483;1
83;2057;2936;1
50;2057;1956;1
54;2057;2121;1
60;2057;1884;1
83;2057;2092;1
47;2057;1270;1
13;2057;1933;1
1;2057;2660;1
99;2057;1865;1
41;2057;2897;1
77;2057;2705;1
33;2057;1934;1
67;2057;2219;1
41;2057;2613;1
3;2058;2202;1
57;2058;2137;1
62;2058;1809;1
21;2058;1726;1
81;2058;2600;1
32;2058;1526;1
60;2058;1652;1
5;2058;2533;1
70;2058;2582;1
91;2058;2028;1
82;2058;2355;1
39;2058;2813;1
16;2058;1836;1
51;2058;2714;1
87;2058;1820;1
91;2058;1651;1
72;2058;2529;1
2;2058;2106;1
57;2058;1590;1
92;2058;2953;1
89;2058;2482;1
94;2058;1195;1
89;2058;1340;1
10;2058;1917;1
49;2058;2467;1
83;2058;1833;1
68;2058;2428;1
44;2058;2030;1
81;2059;554;1
11;2059;2458;1
91;2059;2106;1
79;2059;2201;1
43;2059;2990;1
73;2059;2245;1
38;2059;1805;1
27;2059;2249;1
47;2059;1688;1
14;2059;1726;1
5;2059;1617;1
22;2059;2513;1
77;2059;2133;1
35;2059;2104;1
62;2059;1272;1
35;2059;2147;1
71;2059;1190;1
22;2059;2152;1
90;2059;2390;1
13;2059;1480;1
86;2059;1748;1
97;2059;1916;1
73;2059;2311;1
67;2059;2025;1
14;2059;1717;1
86;2059;1372;1
23;2059;1768;1
63;2059;2397;1
11;2059;2229;1
14;2059;1767;1
56;2059;1782;1
2;2059;1956;1
20;2059;2681;1
83;2059;2060;1
78;2059;2411;1
90;2059;1379;1
46;2059;2157;1
79;2059;2108;1
78;2060;1453;1
17;2060;2403;1
35;2060;1787;1
11;2060;736;1
93;2060;1835;1
95;2060;1612;1
68;2060;2228;1
91;2060;2415;1
73;2060;1836;1
79;2060;2611;1
64;2060;1976;1
20;2060;1554;1
13;2060;2100;1
41;2060;2538;1
22;2060;2853;1
76;2060;3019;1
93;2060;2110;1
87;2060;2483;1
77;2060;2128;1
27;2060;1976;1
84;2060;1905;1
40;2060;1104;1
43;2061;2272;1
24;2061;1735;1
90;2061;1802;1
37;2061;2202;1
88;2061;2203;1
6;2061;2684;1
40;2061;1819;1
75;2061;2604;1
24;2061;1906;1
7;2061;2291;1
20;2061;2778;1
53;2061;2442;1
83;2061;2334;1
14;2061;1611;1
59;2061;1422;1
2;2061;2907;1
77;2061;1935;1
80;2061;2669;1
97;2061;3030;1
96;2061;2248;1
15;2061;2284;1
26;2061;2473;1
31;2061;1061;1
32;2062;2416;1
22;2062;2318;1
29;2062;2268;1
98;2062;2639;1
34;2062;2106;1
93;2062;2373;1
4;2062;1035;1
43;2062;2780;1
55;2062;1853;1
49;2062;2000;1
42;2062;2047;1
89;2062;1476;1
9;2062;1247;1
22;2062;1757;1
51;2062;1897;1
86;2062;1562;1
76;2062;2496;1
1;2062;1281;1
55;2062;1537;1
83;2062;2506;1
44;2062;2118;1
59;2062;1717;1
39;2062;1415;1
69;2062;2707;1
54;2062;2440;1
70;2062;1721;1
50;2062;1757;1
65;2063;1925;1
32;2063;1112;1
48;2063;1876;1
83;2063;2005;1
68;2063;2449;1
58;2063;2088;1
25;2063;1761;1
63;2063;1954;1
22;2063;514;1
78;2063;2205;1
12;2063;2196;1
71;2063;2322;1
9;2063;1661;1
35;2063;1785;1
77;2063;1767;1
